numero_cuartos;numero_baños;area_de_ construcción_pie2;area_del lote_pie2;numero_pisos;condición;grado;superficie_sótano_pie2;año_de_construcción;precio
2;1;890;5000;1;3;7;0;1943;682000
3;1;1300;5880;1;3;7;0;1968;333760
3;1;1150;10132;1;4;7;0;1970;200000
3;2;1230;8450;1;3;7;0;1989;383610
3;2;2783;11177;2;3;8;0;1910;840000
2;1;1300;6617;1;3;7;0;1986;324500
3;1;1170;7350;1;4;7;0;1960;312500
2;1;1250;5413;1;4;7;0;1923;511000
3;2;2250;14274;1;4;8;750;1964;624800
5;3;3640;6930;2;3;8;0;2004;555000
3;2;1600;7350;1;4;7;0;1979;460000
3;1;1100;7470;1;4;5;0;1917;250000
4;1;1700;7689;1;3;7;620;1977;456000
3;1;1140;6400;1;3;7;0;1962;309000
4;2;3740;32417;2;3;9;0;2000;860000
2;1;1470;5566;1;4;7;700;1919;338000
2;1;1070;8130;1;3;7;0;1942;505000
1;1;1080;3230;1;3;6;0;1963;112000
3;2;2300;13418;1;3;8;870;1955;610000
3;2;1690;6790;1;3;7;330;1979;245000
3;1;1290;8974;1;5;7;0;1976;373000
3;2;1640;3440;2;3;7;0;1987;408000
3;2;1140;6000;1;3;7;0;1909;660000
4;3;3290;10783;2;3;9;0;1990;449950
3;1;1210;6000;1;3;7;0;1930;235000
2;2;1350;3900;1;3;8;0;2003;428000
2;1;950;15996;1;4;7;0;1946;193500
2;1;1410;5000;1;4;7;470;1918;442000
3;1;1864;6978;1;4;7;0;1958;235000
3;2;1300;8400;1;4;7;0;1967;251000
4;1;1360;13372;1;3;7;0;1955;330000
3;1;1500;5605;1;5;6;750;1942;270000
4;2;1610;4770;1;4;7;380;1941;495000
3;1;1020;5410;1;4;7;140;1928;505000
3;1;1160;11799;1;3;7;0;1966;325000
3;3;1990;9600;1;3;7;550;1988;245000
2;1;780;6727;1;3;6;0;1939;221900
4;2;2240;4508;1;4;8;900;1926;466000
3;2;2210;6387;1;3;8;0;2003;383150
4;1;1390;4240;1;3;7;340;1924;657100
3;2;1800;43995;2;3;8;0;1988;539000
6;3;3320;15600;1;4;8;1660;1977;400000
2;1;850;2850;1;4;7;0;1927;489000
2;1;790;8424;1;4;6;0;1953;268500
4;2;2260;10800;1;3;9;0;1978;685000
3;1;1180;9832;1;3;7;0;1970;169950
4;2;1750;7245;1;4;7;700;1974;225000
2;1;2230;11472;2;3;7;0;1951;426000
3;3;1845;5100;2;5;8;0;1947;510000
2;1;830;9000;1;3;6;0;1939;85000
2;1;830;9000;1;3;6;0;1939;235000
3;1;1510;6083;1;4;6;650;1940;313950
3;1;1510;6083;1;4;6;650;1940;415000
3;1;1420;11040;1;4;7;0;1961;490000
3;2;1660;8641;2;4;8;0;1987;269950
3;1;1040;9750;1;3;7;0;1959;217500
3;1;920;7314;1;3;6;0;1960;125000
3;1;920;7314;1;3;6;0;1960;208000
4;2;1780;10622;1;4;7;880;1976;325000
7;4;2690;10880;1;4;8;0;1960;597157
5;2;3180;10800;1;3;8;1270;1968;708000
3;1;1280;11625;1;4;7;0;1977;405000
4;1;1640;10455;1;3;7;690;1963;218000
2;1;1090;9994;1;3;7;0;1954;196700
4;3;3110;18843;2;3;9;0;1995;485000
3;1;930;3348;1;4;6;0;1926;465000
3;1;1160;7560;1;4;6;0;1958;254000
2;1;870;8487;1;4;6;0;1944;166000
3;2;1260;7560;2;5;6;0;1943;375000
2;1;900;4800;1;4;6;120;1944;529500
2;1;750;6439;1;4;6;0;1934;338000
2;1;1390;7740;1;4;6;0;1925;354000
2;2;1690;4200;2;3;7;0;1906;462500
4;1;1120;3844;1;3;7;0;1972;329000
4;1;1760;8906;1;3;7;530;1966;185000
4;1;1760;8906;1;3;7;530;1966;365000
3;2;1460;9759;1;5;7;0;1972;495000
4;1;2200;12137;1;4;8;560;1956;680000
2;1;1270;1399;3;3;7;0;2000;370000
2;1;840;6720;1;3;7;0;1952;355000
4;2;1940;6350;1;4;7;970;1951;446000
3;1;1390;9112;1;4;7;0;1951;745000
3;2;1540;3600;1;3;7;650;1994;500000
3;1;980;10960;1;4;7;0;1953;550000
3;1;1730;7950;1;4;7;550;1961;216000
3;3;3030;35123;2;4;8;1270;1984;599900
3;1;1650;10075;1;3;7;480;1955;355000
3;2;1410;6413;1;4;7;500;1947;590000
2;1;2140;6000;1;4;7;1070;1946;680000
2;1;1170;4080;1;4;7;0;1909;581000
3;1;1250;9786;1;4;7;0;1969;350000
3;1;1270;8508;1;4;6;620;1942;134000
4;2;1810;4400;2;3;8;110;1909;575000
2;1;1600;7936;1;3;7;0;1947;265000
3;1;1280;4875;1;5;6;0;1969;180000
2;1;870;7500;1;3;7;0;1947;379950
3;2;1620;7800;1;3;7;420;1969;525000
4;1;1630;8400;1;3;6;0;1962;209950
3;2;1230;1613;2;3;8;220;2003;439950
4;2;3510;12905;1;3;8;1300;1965;554820
3;1;1020;5870;1;3;6;0;1941;242500
5;1;3020;4800;2;3;7;0;1901;630000
2;1;850;2700;1;5;6;0;1924;447000
2;1;1060;7868;1;3;7;0;1952;294950
3;1;1640;13939;1;3;7;600;1960;170500
3;2;1310;8069;1;3;7;0;1990;240000
2;1;670;6720;1;5;6;0;1942;304950
3;2;1820;4480;1;5;7;700;1923;655000
4;2;2380;10800;2;3;8;0;1925;855000
2;1;800;2280;1;5;6;0;1946;402500
2;1;750;6089;1;3;6;0;1937;213000
4;3;2240;7035;2;3;7;0;1942;400000
1;0;690;23244;1;4;7;0;1948;484000
3;2;1580;14398;1;3;7;500;1981;617450
3;1;1040;8000;1;4;7;0;1956;250000
2;1;1070;8750;1;3;7;0;1951;325000
3;3;1860;7440;1;5;7;820;1954;301350
3;1;1860;6360;1;3;8;390;1954;460000
2;1;1250;5880;1;3;6;350;1948;425000
3;2;1560;7000;1;4;7;0;1968;226500
3;2;1340;2550;2;3;7;0;1984;495000
3;1;1020;5950;1;3;6;140;1950;385000
2;1;1120;4000;1;3;7;0;1926;465000
3;2;2250;7757;1;3;8;0;1992;342000
3;1;1400;7360;1;4;7;0;1968;148226
3;1;1510;10369;1;4;7;500;1968;313000
3;1;1320;8220;1;3;7;0;1959;150000
2;1;820;10270;1;3;7;0;1954;150000
2;1;1080;9435;1;3;6;0;1958;230000
2;1;840;5400;1;4;7;0;1948;389100
3;1;1520;6500;1;3;7;530;1958;310000
3;2;1540;3600;2;3;8;0;1900;850000
3;1;1010;8800;1;4;7;0;1968;205000
2;1;1020;8155;1;4;7;0;1948;405000
2;1;1050;4125;1;4;7;0;1909;392500
2;1;860;6120;1;3;7;0;1948;245000
3;1;920;5200;1;4;6;0;1969;209000
3;2;1600;10318;1;3;7;670;1941;385000
5;3;2670;9920;1;3;8;1270;1990;370000
2;1;1430;12092;1;4;7;0;1938;460000
3;3;2330;7304;1;3;9;1030;1971;516000
2;1;1280;7861;1;4;6;0;1913;195000
4;3;2163;5883;2;3;7;0;2006;248000
2;1;820;4200;1;3;7;0;1980;480000
3;1;1330;5000;1;3;7;210;1957;410000
3;2;1290;7372;1;5;7;0;1990;253000
3;1;1410;8925;1;3;7;0;1958;440000
2;1;790;14200;1;3;7;0;1951;198000
2;1;1070;20450;1;2;6;0;1948;95000
5;3;2710;8227;1;3;8;800;1953;951250
3;2;1300;14350;1;3;7;0;1955;502000
3;2;1940;40588;1;3;7;0;2000;362500
2;1;1080;3500;1;3;7;0;1924;525000
2;1;910;4800;1;4;7;0;1923;422500
4;2;1590;5400;1;3;7;600;1900;783200
3;1;1120;6600;1;3;7;0;1943;549995
5;3;2680;8410;2;3;8;870;1990;375000
3;2;1150;700;2;3;7;350;2000;340000
4;3;2820;11500;2;3;10;0;1991;692500
3;2;1460;10311;1;4;7;0;1975;455500
2;1;1240;5000;1;3;7;240;1920;645000
3;1;1280;3900;1;4;7;0;1921;738000
3;1;1120;9656;1;5;7;0;1955;435000
5;1;1410;6400;1;5;7;450;1955;295832
3;3;1420;991;2;3;8;380;2005;615000
2;1;930;3447;1;4;8;0;1978;178500
4;2;1580;9600;1;5;7;530;1965;300000
3;1;1230;9440;1;3;7;0;1978;278000
2;1;1220;6000;1;3;6;340;1938;452000
4;3;2230;52983;2;3;8;0;1991;460000
4;2;2040;5050;1;5;7;880;1937;705000
3;1;990;7520;1;4;7;0;1958;222000
3;2;3120;42247;1;4;7;970;1980;375000
3;2;1340;1951;1;3;6;670;1915;335000
4;2;1300;7200;1;3;7;0;1958;428000
3;3;2630;4896;2;3;9;0;2006;738000
3;1;1090;6125;1;4;6;300;1945;392000
2;1;1550;4600;1;4;7;500;1941;555000
2;1;830;7609;1;3;6;0;1943;135000
4;2;1650;5974;1;5;7;790;1972;251000
4;1;1800;12485;1;5;7;850;1955;425000
4;2;1690;35346;1;3;7;0;1967;612500
4;2;1820;7102;1;3;7;600;1950;385000
2;1;950;6350;1;3;7;0;1951;287000
3;1;1050;7577;1;3;7;0;1983;194000
3;1;1800;7650;1;5;7;0;1957;265000
3;2;1660;13085;1;3;7;650;1985;250000
2;1;830;7200;1;2;6;0;1920;200000
1;1;670;4920;1;3;5;0;1920;310000
2;2;1540;7110;1;3;7;580;1949;495000
4;2;2370;76665;2;4;8;0;1978;411000
2;2;1830;3600;1;4;7;600;1926;825000
3;1;1300;5782;1;4;6;0;1959;281000
3;1;1030;8395;1;4;7;0;1960;175000
3;1;1120;8200;1;4;7;0;1938;442500
3;2;1300;3000;2;3;7;0;1986;480000
2;1;1000;7228;1;4;7;0;1947;311300
5;3;3480;57499;1;4;8;1140;1976;532000
4;2;2380;6122;1;4;8;1070;1949;812000
3;1;1180;4219;1;3;7;120;1939;435000
2;2;1600;64468;1;3;7;0;1950;995000
4;2;1820;7200;1;3;7;520;1976;548500
3;1;1320;5000;1;4;7;230;1920;594000
3;1;1430;7000;1;3;6;0;1968;213950
3;1;990;10800;1;4;6;0;1959;207000
2;1;660;5000;1;3;6;0;1915;175000
3;2;1880;9659;1;3;8;700;1951;475000
2;1;1190;11400;1;3;7;0;1951;238950
2;2;990;5416;1;3;6;0;1935;600000
3;1;1710;12000;1;4;7;0;1972;255000
4;3;2250;7245;1;4;7;1000;1963;735000
3;1;1460;9750;1;4;7;0;1969;201000
2;1;1060;4000;1;4;7;0;1910;570000
2;1;680;8064;1;3;6;0;1941;110700
3;2;1700;8448;1;3;7;0;1996;245000
2;1;1120;7440;1;4;7;0;1939;335900
5;2;2120;2400;1;4;6;1040;1906;360000
2;1;1030;5934;1;4;7;0;1928;460000
2;1;1150;4400;1;4;7;0;1905;463000
4;2;1750;8116;1;4;5;0;1943;199500
4;2;1750;8116;1;4;5;0;1943;247000
3;2;2540;237402;1;3;9;0;2007;600000
3;1;1060;7900;1;3;7;0;1961;215000
3;2;1050;10072;1;3;7;0;1986;300000
3;1;1160;7202;1;4;7;0;1957;324000
3;2;1750;9239;1;3;8;340;1989;420000
3;1;1220;3400;1;3;7;160;1927;500000
2;2;1350;4220;1;3;8;0;2004;480000
2;1;850;5250;1;4;7;0;1950;294000
2;1;810;8424;1;4;6;0;1959;170000
3;1;1280;3870;1;3;7;640;1945;360000
2;1;940;6350;1;4;5;0;1942;283000
3;1;1110;7208;1;3;7;0;1980;411500
3;2;1670;13775;1;3;8;0;1968;375000
4;2;5461;22880;1;4;9;2196;1964;545000
3;1;1210;6650;1;3;6;0;1959;355000
2;1;1150;7552;1;3;7;0;1951;349000
3;2;2570;28500;1;3;9;600;1983;660000
3;2;1540;10931;1;3;7;0;1989;324000
3;1;2120;7735;1;4;7;1060;1967;300000
4;1;1190;7920;1;3;6;300;1951;190000
3;1;1010;8800;1;4;7;0;1954;308000
5;3;3110;12429;1;3;8;1320;1977;436500
3;2;2140;4923;1;4;8;1070;1928;710000
2;1;2080;14659;1;3;7;1040;1960;315000
3;1;1140;7316;1;3;6;0;1959;330000
3;3;1500;1473;2;3;8;380;2000;408000
2;2;1350;3926;1;3;8;0;2007;410000
2;1;860;10500;1;3;6;0;1943;235000
2;1;1000;4500;1;3;6;0;1916;207100
3;2;1470;12096;1;4;6;0;1942;250000
4;2;1870;7700;1;3;8;0;1966;325000
5;3;2430;8000;1;4;7;1060;1957;506000
3;1;1200;5252;1;3;7;0;1962;427000
2;1;790;4000;1;3;6;0;1948;399000
2;2;970;5000;1;3;7;0;1983;325000
3;2;2250;8000;1;4;9;0;1955;998800
2;1;1500;6685;1;3;7;310;1926;245000
2;1;1500;6685;1;3;7;310;1926;570000
2;1;850;5000;1;3;5;0;1907;298000
2;1;930;3200;1;3;7;0;1904;500000
2;1;710;6732;1;5;6;0;1942;299000
3;1;1060;7638;1;5;7;0;1966;420000
3;2;2320;17688;1;3;8;0;1952;450000
3;2;1500;7828;1;4;7;0;1967;315000
3;2;1590;11222;1;4;7;0;1948;485000
4;3;2040;5050;1;3;8;550;1993;289950
4;3;1940;8170;1;4;7;0;1948;265000
3;1;930;7590;1;3;6;110;1943;200000
4;2;2280;43692;1;3;7;1140;1957;446000
3;1;1440;11330;1;3;7;0;1965;255000
3;2;1320;7200;1;5;7;0;1975;251750
3;1;1160;10384;1;4;6;0;1969;215000
4;2;3060;8000;2;4;8;1020;1922;877500
3;1;1320;8450;1;3;6;440;1961;232500
2;2;1200;3624;2;3;6;0;2003;234000
3;1;1040;9600;1;3;7;0;1978;399950
3;2;1810;2738;2;4;9;0;1979;515000
3;1;1680;8910;1;4;7;0;1940;489900
3;2;1700;6498;1;3;7;0;1986;290000
3;1;1070;10125;1;3;7;0;1961;357500
4;2;1600;6861;1;3;7;0;1994;280000
3;2;1320;5665;1;3;7;0;1986;225000
3;2;1450;8928;1;3;7;0;1998;276000
3;1;1330;6900;1;3;7;0;1976;209000
3;2;1330;7419;1;3;7;0;1985;344950
5;2;1910;7200;1;4;6;800;1951;230000
3;2;1310;7332;1;3;7;0;1987;230000
4;2;1470;8395;1;4;7;0;1965;445000
3;1;1580;8206;1;3;7;480;1962;255000
3;1;1090;10000;1;3;6;0;1961;240000
4;3;2430;5502;2;3;8;0;2002;425000
2;1;1020;4200;1;5;6;0;1923;393000
4;1;1810;7500;1;2;7;400;1959;264950
3;1;2020;8100;1;3;7;850;1956;450000
3;2;1410;7466;1;3;7;0;1983;229950
2;1;750;4000;1;2;6;0;1933;425000
2;1;720;5750;1;2;6;0;1943;310000
2;1;1200;6014;1;4;6;600;1949;395000
4;3;2120;7650;2;3;8;0;1964;295000
2;1;980;3600;1;3;6;0;1907;595000
4;1;1740;8100;1;4;7;720;1962;260000
3;1;910;8789;1;3;7;0;1966;221000
3;2;1540;67756;1;3;7;0;1900;450000
3;1;1190;7500;1;5;7;0;1968;215000
4;3;2370;8154;1;3;7;990;1977;522500
3;2;3110;44967;2;3;9;90;1999;379900
5;3;2020;5917;1;3;7;800;1993;311000
2;1;790;6600;1;3;6;0;1949;436000
2;1;1060;8000;1;3;6;0;1941;205000
1;1;720;5196;1;3;7;0;1911;270000
3;3;2360;2750;2;3;7;580;1983;498000
4;3;3720;29043;2;3;9;0;1991;857000
3;2;2300;5000;1;4;8;1150;1938;650000
2;1;990;6448;1;3;7;0;1948;219950
2;1;770;2500;1;3;6;0;1913;203700
2;1;800;17965;1;4;5;0;1942;230000
3;1;910;11117;1;3;7;0;1955;128000
3;1;1200;6628;1;4;7;0;1952;345000
3;1;1560;7800;1;3;7;0;1955;273000
3;1;1030;7200;1;3;6;150;1948;335000
3;1;1010;7903;1;3;6;0;1948;279000
2;1;890;7250;1;3;7;0;1943;285000
3;2;1800;12669;1;3;7;0;1956;470000
2;1;840;3840;1;4;7;0;1926;445000
3;2;1860;5146;2;3;8;0;1991;477500
3;2;1940;4500;1;3;7;850;1926;700000
2;1;740;6550;1;4;5;0;1946;202000
3;1;1050;6000;1;3;7;0;1952;400000
3;1;1040;8645;1;4;7;0;1962;198400
2;1;750;5026;1;4;6;0;1942;292500
1;1;720;2500;1;3;7;0;1910;438600
4;2;2130;9579;1;4;7;880;1968;233000
4;2;2280;10319;1;4;8;1010;1989;420000
4;2;1560;8800;2;5;6;0;1942;290000
3;2;1880;10758;1;5;6;940;1952;320000
3;1;1120;5000;1;3;6;0;1917;165000
3;1;1220;20400;1;5;6;0;1959;253500
3;1;850;6906;1;3;6;0;1948;325000
2;1;1000;4956;1;4;7;0;1916;484950
1;1;560;5700;1;3;5;0;1947;106000
2;1;1100;3500;1;5;7;0;1908;474000
2;2;1700;3171;1;5;5;850;1927;189000
2;2;1850;4667;1;3;8;0;2010;589000
3;1;1250;15603;1;4;7;0;1959;235000
2;2;1230;4800;2;3;7;0;1952;464000
4;2;1890;6302;2;3;7;0;1997;282000
3;1;1250;8412;1;4;7;0;1975;440000
2;1;1120;12625;1;3;7;0;1940;360000
3;2;1550;8300;1;4;8;0;1965;300000
3;1;1040;8075;1;4;7;0;1961;390000
2;1;870;6150;1;3;6;0;1941;245000
2;2;1650;8975;1;5;6;0;1942;265000
3;1;1500;10730;1;3;7;500;1977;403000
3;2;1979;8470;1;4;7;650;1956;339000
3;1;1210;7636;1;4;7;0;1952;457500
2;1;1040;11500;1;5;7;0;1947;225000
3;1;1660;7500;1;4;7;600;1940;458000
1;1;420;3298;1;4;4;0;1949;229050
1;1;800;16306;1;2;6;120;1931;250000
3;2;2270;11989;1;4;9;0;1968;815000
3;1;1230;8114;1;4;7;0;1951;607000
3;3;2960;42159;2;3;10;0;1995;849000
2;1;1020;5000;1;4;7;0;1916;505000
2;1;1290;2828;2;3;7;0;2008;265000
3;1;890;8400;1;4;6;0;1954;283000
3;1;1010;6120;1;3;7;150;1940;550000
3;1;1150;2496;1;3;6;140;1947;339000
3;2;1310;6265;1;3;7;0;1988;290000
4;2;2920;10424;1;5;8;1400;1964;810000
3;2;2460;53882;1;3;7;0;1955;357000
3;2;1750;2640;1;3;8;740;1914;808250
2;2;1380;5840;1;3;7;0;1988;335000
3;1;1400;7955;1;3;7;0;1964;194000
3;1;1240;7194;1;3;6;150;1936;310000
3;2;1760;6875;1;4;8;0;1967;400000
2;2;1300;2983;1;3;8;0;2006;412250
3;2;1840;8140;1;4;7;800;1975;286500
2;1;1390;19988;1;4;7;0;1949;306500
3;1;1250;21303;1;3;6;0;1970;259875
3;1;1250;21303;1;3;6;0;1970;385000
1;1;550;16345;1;3;4;0;1945;188000
3;1;1250;10094;1;4;6;0;1927;255000
3;2;1020;1204;2;3;7;300;2004;238000
2;1;830;2820;1;4;7;0;1920;519000
2;1;1070;6000;1;3;7;0;1955;324000
2;1;1280;12086;1;3;7;430;1983;440000
2;1;740;6380;1;3;6;0;1912;407000
3;1;1150;5000;1;3;8;0;1959;717000
3;1;1320;7076;1;4;7;0;1959;425000
4;2;1640;7200;1;5;6;820;1944;299999
3;2;1470;7694;1;4;7;0;1992;254000
3;1;900;10511;1;4;6;0;1961;178500
3;1;1440;5623;1;4;6;720;1922;420000
2;1;1380;9251;1;3;7;0;1940;319900
3;2;1250;1306;3;3;7;0;2000;491000
2;1;1420;21158;1;3;7;0;1953;250000
3;1;1310;4163;1;4;7;0;1964;415885
3;2;1990;7405;1;5;7;0;1971;510000
3;2;3080;17700;1;4;8;1340;1965;530000
3;1;1200;16000;1;3;7;0;1970;355000
4;1;1250;9102;1;3;7;0;1955;255000
2;2;1140;8400;1;2;7;0;1954;255000
3;1;980;12812;1;3;7;0;1956;218000
3;1;1660;6992;1;5;7;400;1952;412000
3;2;1270;10227;1;4;6;0;1968;410000
3;2;1470;8000;1;4;8;0;1974;245000
2;1;780;7200;1;2;6;0;1935;315000
4;1;1030;5750;1;3;7;0;1971;310000
3;1;1250;7015;1;3;7;0;1958;170000
2;1;840;4200;1;3;5;0;1938;208417
4;2;1900;5100;1;3;6;950;1914;410000
3;1;1180;9000;1;4;7;0;1970;215000
2;1;720;4125;1;4;6;0;1943;295000
1;1;610;4400;1;3;5;0;1922;126000
3;2;1440;7425;1;4;7;0;1965;405000
2;2;1050;1173;2;3;8;330;2004;400000
4;2;1720;5413;2;3;7;250;1938;495000
3;1;1320;9239;1;4;7;0;1968;206000
3;1;1070;4600;1;3;7;120;1930;500000
2;1;890;5423;1;3;6;0;1946;391000
3;2;1440;5457;2;3;7;0;1986;250000
5;3;2260;6508;1;3;7;930;2003;451000
2;1;810;7158;1;5;6;0;1944;206000
5;3;2190;9652;2;3;7;0;1999;419000
2;2;1570;4665;1;3;8;0;2006;592350
2;1;2160;7439;1;4;6;860;1953;625500
3;1;1090;8280;1;3;6;0;1947;289950
4;2;1440;5911;1;5;5;0;1943;232000
3;1;980;7560;1;3;7;0;1951;237502
3;1;1250;7654;1;3;7;250;1952;275000
2;1;1200;24792;2;2;7;0;1976;170000
2;2;800;5765;1;4;6;0;1936;278750
3;2;1410;11995;1;4;8;0;1965;510000
3;1;660;6600;1;4;5;0;1940;225000
3;1;1040;9800;1;4;7;0;1955;375000
2;1;880;4000;1;4;6;0;1916;199400
5;2;2080;4000;1;4;6;1040;1909;467000
3;1;1380;5400;1;4;7;0;1954;380000
3;1;1330;9620;1;5;6;0;1976;206990
2;1;790;6969;1;3;6;0;1955;315000
3;2;1800;11419;1;3;8;0;1989;205000
2;1;750;2020;1;3;7;0;1908;370000
3;2;1940;16300;1;3;7;800;1978;399000
3;2;1220;6404;1;3;7;0;1994;249900
4;3;2100;3800;2;3;8;0;1972;635000
3;1;1180;7573;1;4;7;0;1977;355000
3;2;2320;7800;1;4;7;1160;1960;320000
4;2;1790;14690;1;4;7;120;1960;240000
4;3;3760;8804;2;3;8;1290;2002;494500
4;3;2120;13000;2;4;8;0;1978;385000
3;1;890;9465;1;3;6;0;1957;154500
2;1;1110;3943;1;5;6;370;1916;410500
3;2;1870;7080;1;4;7;660;1969;432000
3;2;1560;8640;1;5;7;0;1967;465000
3;1;2200;21450;1;4;9;600;1952;573500
3;1;1130;12519;1;3;7;0;1958;220000
2;1;820;6771;1;4;6;0;1918;260000
2;1;960;4000;1;3;6;0;1918;290000
5;4;4850;36450;2;3;10;0;1977;975000
3;1;1130;8201;1;5;6;0;1948;350000
2;2;1180;2521;2;3;6;0;2005;215000
2;1;910;6000;1;3;6;0;1943;254000
2;1;710;1173;2;4;7;0;1943;402000
4;1;1520;80150;1;2;5;0;1948;365000
5;3;2240;19090;1;4;8;540;1968;335500
2;1;1120;6141;1;3;7;220;1946;520000
4;2;2340;6000;1;5;8;1070;1953;685000
2;1;910;9000;1;4;6;0;1983;239900
1;1;830;3200;1;3;7;0;1924;525000
3;2;1410;10248;1;3;7;0;1985;271920
2;1;1170;8254;1;2;6;0;1949;104950
3;2;1680;7900;2;4;7;0;1953;250000
4;2;2510;38141;1;3;9;0;1960;600000
3;1;960;15273;1;4;7;0;1963;201000
4;2;2100;4500;1;5;7;1040;1924;550000
2;1;1010;6180;1;3;6;0;1903;325000
3;1;1090;10296;1;4;6;0;1950;249000
4;3;2500;6278;2;3;9;0;2002;395000
2;1;940;7700;1;4;6;0;1916;329000
4;3;4370;217882;2;3;10;0;1984;897500
2;1;910;7200;1;4;7;80;1936;445000
2;1;900;8556;1;3;6;140;1941;315000
3;1;1440;54315;1;3;7;650;1974;500000
3;1;1200;5525;1;2;7;0;1947;289500
3;1;1020;6120;1;3;7;0;1941;485000
3;2;1220;17652;1;4;7;0;1980;240000
3;2;1220;17652;1;4;7;0;1980;415500
2;2;1440;213008;2;4;7;0;1990;430000
3;2;1290;9312;1;3;7;0;1947;215000
5;2;2560;14467;1;3;8;1280;1960;585000
3;1;1010;5400;1;3;6;0;1959;317000
2;1;890;6350;1;3;6;0;1943;314963
3;1;1090;10114;1;4;7;0;1955;140000
4;2;1970;3515;1;5;8;940;1969;535000
3;1;1710;5110;1;3;7;610;1954;396500
3;2;2010;4320;2;3;9;0;1999;699000
3;3;3910;19023;2;3;11;0;1985;805000
3;1;1300;9300;1;4;7;0;1977;325000
3;1;1260;9638;2;4;7;0;1920;490000
2;1;1300;39639;1;4;6;0;1960;295000
4;1;1420;6458;1;4;7;0;1953;398000
3;1;1020;7874;1;3;7;0;1956;218000
2;2;1870;4751;1;3;8;0;2006;592500
3;1;1710;5000;1;5;7;570;1921;502000
2;2;1180;9265;1;3;7;0;1940;257500
3;1;1220;7695;1;3;7;0;1954;222000
6;2;2320;210830;2;4;8;0;1962;400000
3;1;840;4495;1;3;6;0;1921;151100
3;1;840;4495;1;3;6;0;1921;251000
5;2;1590;9350;1;5;7;530;1962;247000
3;1;1380;10875;1;3;7;0;1977;299500
1;1;600;3720;1;3;6;0;1920;229000
3;2;1650;6150;2;4;7;0;1926;590000
3;1;1300;9600;1;4;6;0;1975;195000
2;1;950;7954;1;4;7;0;1941;339000
4;2;1930;5398;1;3;7;500;1953;700000
2;1;920;5250;1;4;6;0;1906;200000
3;2;2270;148975;1;4;6;1000;1900;452000
2;1;1630;9255;1;3;7;0;1941;438000
2;1;860;6600;1;5;6;0;1949;200000
3;2;1980;12150;1;3;9;0;1994;479900
3;1;1060;10042;1;4;7;0;1957;219950
4;2;1720;7210;1;3;7;860;1971;350000
3;2;1300;5000;1;4;7;0;1983;240000
3;2;1400;7293;1;4;7;0;1963;511555
3;1;1040;6535;1;3;6;0;1947;225000
4;3;2260;7336;2;4;7;0;1977;486000
3;2;1480;2502;2;3;7;0;1991;355000
5;2;3540;9970;2;3;9;0;1970;775000
1;2;1150;9812;1;4;7;0;1962;115000
1;2;1150;9812;1;4;7;0;1962;227000
2;1;1240;7590;1;4;7;200;1939;359950
3;2;2250;222156;1;3;7;0;1987;474950
4;2;1650;6480;2;5;7;0;1947;490000
3;1;1860;9225;1;3;7;0;1957;265500
3;1;1630;10304;1;5;7;0;1953;400000
3;3;4230;54977;2;3;9;450;1951;887500
3;1;1050;5518;1;3;7;0;1948;350000
3;2;1610;7575;1;4;7;500;1965;197400
3;1;1410;7700;1;3;7;430;1962;225000
3;2;1350;11805;1;3;7;0;1986;325000
3;1;880;7004;1;3;5;0;1950;128750
3;2;1790;7212;1;4;8;0;1998;359950
3;1;1260;6000;1;3;7;0;1951;550000
5;2;2270;8652;1;3;7;1120;1965;513000
3;1;1520;10227;1;4;6;0;1951;650000
3;2;2440;13250;1;4;8;1000;1977;312000
3;1;1000;18513;1;3;6;0;1940;180000
3;2;1650;3952;2;3;7;0;1950;550000
3;1;940;10890;1;4;5;0;1909;185900
2;1;860;8250;1;3;7;0;1940;345000
4;2;1710;5440;1;5;8;680;1976;280000
6;4;2700;7416;1;3;7;1350;1969;385000
1;1;920;5000;1;4;7;0;1906;535000
4;3;4500;21780;2;3;9;1460;1980;870000
3;1;960;9000;1;4;7;0;1955;290000
4;3;2253;7700;2;3;7;0;1957;385000
2;1;770;6542;1;3;6;0;1948;259950
3;1;980;7480;1;3;6;150;1948;280000
2;1;800;8960;1;4;6;0;1944;162248
3;1;940;5650;1;3;6;0;1949;260000
4;2;1810;42981;1;4;7;0;1973;295000
3;1;1200;8316;1;4;6;0;1953;190000
2;1;1140;23030;1;3;8;0;1980;160000
3;2;1010;14183;1;3;8;0;1982;390000
5;3;3350;9450;2;5;8;1170;1912;1000000
3;2;1260;7346;1;3;7;0;1987;290000
3;2;1710;10959;1;4;7;680;1981;488500
2;1;790;6555;1;2;6;0;1956;285000
3;1;1600;16868;1;3;7;610;1946;670000
3;1;1340;10260;1;3;7;0;1968;172000
6;2;1670;3000;1;5;7;770;1911;680000
4;3;2830;213879;2;4;8;0;1987;549900
3;1;1070;8250;1;3;7;0;1961;164000
2;1;1380;1800;2;3;7;300;1954;570500
3;1;920;5546;1;2;6;0;1928;207000
3;1;920;5546;1;2;6;0;1928;237000
2;1;1750;60872;1;4;7;570;1973;650100
3;1;980;8000;1;4;6;0;1954;204000
3;2;1640;7333;1;4;7;620;1941;560000
2;1;810;4800;1;3;7;0;1948;253500
3;1;1270;8920;1;5;7;0;1969;422500
